WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
stirred	0	0	In the months after the outrage stirred by the deaths of Brown and another unarmed African-American , Eric Garner , in New York , singer D'Angelo released his first album in more than a decade , `` Black Messiah , '' which included references both glancing and startlingly direct to the chain of events between Selma and Ferguson .	6
unprecedented	1	9	COLORADO SPRINGS , Colo. -- In an unprecedented backlash , two state lawmakers who helped stiffen Colorado 's gun laws were ousted Tuesday in a recall that turned into a nationally watched referendum on gun control .	7
gave	0	0	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	19
daughters	0	0	Parents , perhaps mindful of their daughters ' futures , are helping to make STEM dolls a `` burgeoning category , '' said Jackie Breyer , editor-in-chief for gift guide Toy Insider .	6
close	0	0	He pulled her close , placed a hand on her shoulder , and the two bopped back and forth in a two-step , laughing and giggling .	3
visionary	1	9	`` He was a real visionary and inspirational leader who understood what it would take to make Toyota a successful company . ''	5
Class	0	0	An economics and personal-finance class is now a required course for those who want a high school diploma in Virginia , and the Class of 2015 was the first that needed the course to graduate .	23
feeling	0	0	Scientists believe it 's a sign that these animals are capable of feeling empathy -- and a new study of wolves suggests it 's more widespread among animals than experts had realized .	12
cousin	0	0	Toyoda , a cousin of the Japanese automaker 's founder Kiichiro Toyoda , died of heart failure at Toyota Memorial Hospital in Toyota city , central Japan .	3
wrong	0	0	CHICAGO -- For years a general complaint about dolls has been that they send the wrong messages to children , whether it 's promoting an unrealistic body image or reinforcing stereotypes about girly interests .	15
encourage	1	3	Rather than prevent violence , Holder said , such laws can encourage it .	11
targeting	1	5	&lt;img class="pull-right" src="https://newsela-test-files-f331e.s3.amazonaws.com/article_media/extra/AP597881584453_1.jpg" /&gt; MINNEAPOLIS -- Another group of former NHL players has joined the fight for compensation for head injuries they say they incurred while playing , while at the same time targeting the violence of the game that they believe brought about those injuries .	30
cattle	0	0	The mutilated cattle , found this spring on Koski 's 1,000-acre farm in the tiny community of Matchwood in Ontonogan County , are the latest casualties in his ongoing war with wolves .	2
told	0	0	Apple told her the charges were valid purchases from the game DragonVale .	1
bald	0	0	Mark Twain saw one and described it as having a `` bald , red , queer-shaped head , featherless red places here and there on his body , intense great black eyes set in featherless rims of inflamed flesh . ''	11
Going	0	0	Going after the more valuable predators first , fishing them until there are n't enough left to support a fishery and then moving on to species lower in the food chain , a pattern sometimes observed in global fisheries , has been called `` fishing down the food web . ''	0
purchasers	1	4	Measure 92 in Oregon and Proposition 105 in Colorado call for labeling food so that purchasers know whether they are buying products that contain materials that have been genetically engineered or modified .	15
princesses	1	3	But Dungan , then 13 , was shy and preferred nail polish and Disney princesses to running bases and wearing a batting helmet .	14
majority	1	6	The majority of that is due to consumers -LRB- both families and food businesses -RRB- , who buy fresh and frozen fish , but never end up eating it or selling it .	1
bristled	1	7	Bach bristled when asked at a news conference about the possibility of any voting irregularities .	1
elevator	0	0	In the latest potential threat , officials said , a private security guard armed with a pistol rode in an elevator with the president during a Sept. 16 visit to the Centers for Disease Control and Prevention in Atlanta for a briefing on Ebola , surprising Secret Service agents and violating agency rules over who can carry a weapon near him .	20
secret	0	0	ISLAMABAD -- Pakistani officials kept secret the acquittals of eight men accused of involvement in the October 2012 shooting of Nobel Peace Prize laureate Malala Yousafzai .	5
overturned	1	6	Recent settlement deliberations between the league and the NFL Players Association failed to produce a compromise , and several people connected to the process said the NFLPA now plans to move swiftly to attempt to have Brady 's suspension overturned in court .	39
legacy	1	6	But as `` Glory '' suggests , the legacy of Selma is hardly in the past .	8
minds	0	0	`` The highest rank in a democracy is citizen , not Senate president , so soon along with many of you , I will hold that rank and there 's nothing citizens ca n't accomplish when they put their minds to accomplishing it , '' Morse told disconsolate supporters at a party that turned into a political wake .	39
biomedical	1	8	Taking on the challenge , a team of software and biomedical engineers , neuroscientists , surgeons and prosthetists has designed a prosthetic limb that can reproduce a full repertoire of ambulatory tricks by communicating seamlessly with Vawter 's brain .	10
Coach	0	0	Coach Steve Mask warns players not to post about injuries , which can scare away recruiters .	0
victims	0	0	The infection is almost universally fatal : it kills more than 97 percent of its victims within days .	15
muscle	0	0	He seemed not to move a muscle until the jurors were taken out of the courtroom .	6
epidemiologist	1	8	`` We 're seeing it in states where we had n't seen cases before , '' says Jennifer Cope , an epidemiologist and expert in amoeba infections at the U.S. Centers for Disease Control and Prevention .	21
snapshot	1	7	A layer of calcium carbonate laid down each year offers a snapshot of both the fish 's yearly growth and its surrounding ocean conditions .	11
talks	0	0	Now 80 and a resident of the Park La Brea complex in the Fairfax district , Prochnik uses that vat of chocolate as a centerpiece during talks about the Holocaust that he gives to schoolchildren .	26
promoted	1	3	Misty Copeland made history on Tuesday when she was promoted to principal dancer of the prestigious American Ballet Theatre -LRB- ABT -RRB- , becoming the first African-American ballerina to reach the elite dance company 's top rank .	9
