WORD	LABEL	SENTENCE	SENTENCE_INDEX
implicit	1	The vice president drew an implicit contrast between the authoritarian rule of China 's government and the liberal , permissive intellectual culture he described in the United States .	5
implicitly	1	He defended his record -- and implicitly urged the public to elect another Democratic president to build on it -- but acknowledged the persistent anxieties of Americans who feel shut out of a changing economy or at risk from an evolving terror threat .	6
robbing	0	San Joaquin Valley farm groups say too much water has been allowed to escape to the ocean for nature , robbing the multibillion-dollar agriculture industry .	20
drew	0	The vice president drew an implicit contrast between the authoritarian rule of China 's government and the liberal , permissive intellectual culture he described in the United States .	3
developmental	0	Others have cerebral palsy , Down syndrome , attention deficit disorder and developmental delays .	12
site	0	The monitoring site , more than 5,000 feet above sea level on a pine-studded overlook above the lowest layer of the atmosphere , gives Faloona access to undisturbed air from across the Pacific before it is fouled by U.S. pollution sources .	2
ozone	1	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	28
settlers	1	Far from access to natural maple syrup , wild rice and game , the residents at Little Earth of United Tribes -- a south Minneapolis low-income housing complex -- are finding new old ways to grow crops that existed long before European settlers arrived .	42
named	0	A Lego vet clinic with a mini-doll named Mia has five stars on Amazon .	7
local	0	Organizers say the girls ' five-year friendship -- which spills over from the baseball field to Taylor Swift concerts , trips to the local swimming pool and other activities -- is an inspiring example of the meaningful bonds formed in programs like Buddy Baseball , in which young people with special needs are exposed to sports with the help of kids without similar challenges .	23
favor	0	Sen. Angela Giron of Pueblo , a fellow Democrat who voted in favor of the measures , lost 56 percent to 44 percent .	12
capture	1	It will also be a wink to his craft , the one he uses to capture this city , his `` beautiful ghetto , '' in powerful black-and-white photos that have made him a surprise media sensation .	15
lone	1	In the spring of 2010 , a lone gray whale was spotted off the Mediterranean coast of Israel , an event that sparked international interest for an important reason : It was the first North Atlantic sighting of a gray whale , a species nowadays restricted to the Pacific Ocean , in about 200 years .	7
shells	0	COLLEVILLE-SUR-MER , France -- Gone are the screaming shells , seasick soldiers and bloodied waters of 1944 .	8
looking	0	Grayson Davey , an eighth-grader , spent most of his week off looking for employees .	12
eligible	0	Twice as many Latinos will be eligible to vote next year as in 2000 , but Latinos tend to turn out at lower rates than other groups , in part because many young Latinos are n't engaged in politics .	6
receiving	1	Three weeks after receiving a kidney transplant from his brother , a former Ravens ' player , Chris Kemoeatu has heard all of the wisecracks .	3
expel	1	Most coral reefs in temperate climates can withstand temperatures only as high as 29 degrees Celsius -LRB- 84 degrees Fahrenheit -RRB- before they bleach -- a process in which corals expel their symbiotic algae living in their tissue , causing them to turn white and increasing their vulnerability to disease and death .	30
wrap	0	They do so even as some marine biologists and ocean advocates warn that such a compassion-laden response is little more than a futile attempt to wrap a Band-Aid on an oceanwide problem that could last decades and may have been worsened by overfishing .	25
compared	1	According to the most recent national survey , 288 million men smoked regularly in China in 2010 , compared with 13 million women .	18
curriculums	1	The curriculums , taking hold as school budgets tighten and the numbers of farms in the United States decline , are rich in science and touted as stepping stones for college-bound students considering careers in everything from urban forestry to renewable natural resources and genetic engineering of crops , perhaps for giant agribusiness companies such as Monsanto , Dow , DuPont and Pioneer .	1
clip	0	And even jaded New Yorkers were both disgusted and a little impressed by `` Pizza Rat , '' the plucky rodent in a recent viral YouTube clip seen dragging a large cheese slice down a subway stairwell .	26
siege	1	From all over California , farmers , environmental lawyers , wildlife groups , cities and even the Fresno County sheriff have posted thoughts in a siege of protests to state officials about the use of this year 's puny snowpack and half-empty reservoirs .	25
