WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
none	0	0	On another day , the same volunteers swigged a `` placebo '' energy drink that had the same taste , texture and nutrients as Rockstar but none of the caffeine , taurine or other stimulants .	26
verdict	1	10	`` There 's to be no outbursts upon the reading of the verdict or afterwards , '' Judge Debra S. Nelson warned the packed courtroom in Seminole County awaiting the verdict from the jury of six women who began deliberating on Friday and worked a 13-hour day Saturday .	12
Runway	0	0	On Saturday , Asiana Flight 214 from Seoul , South Korea , crashed after touching down on Runway 28 , killing at least two passengers and injuring dozens of others .	17
concocting	1	7	Ancient Egyptians may have been concocting complex and effective mixtures to preserve their dead as far back as 4300 B.C. , new evidence suggests .	5
holds	0	0	Few people realize , he said , that the hollowed-out crater where lava was flowing just a few years ago now holds the world 's youngest glacier .	21
rivers	0	0	The organism responsible , Naegleria fowleri , dwells in warm freshwater lakes and rivers and usually targets children and young adults .	13
pants	0	0	Women are bound by strict rules when it comes to their attire , so they can not be seen by men while jogging in sweat pants , much less wearing fitted or revealing shorts .	25
transferring	1	6	The University of Washington 's Burke Museum has been transferring and cataloging 2 million pairs of otoliths , representing some 80 species .	9
indefinitely	1	8	John Jastremski and Jim McNally , the equipment staffers , were suspended indefinitely .	12
spiders	0	0	`` Spider-Man '' and `` Star Wars '' stamps vastly outsell those commemorating the Civil War , insects and spiders , and Pacific Coast lighthouses .	19
complex	1	4	The pieces consist of animal bones , mostly skulls , into which Borders has engraved and inked complex designs of lines and dots that resemble traditional mehndi tattoos .	17
soothing	1	7	WASHINGTON -- Jackie Nussbaum knew her son liked playing DragonVale on the family iPad -- a colorful game with soothing music and chirping birds where kids raise adorable baby dragons .	19
broadened	1	7	Back in his hometown , he 's broadened the menu at Limba beyond Thai .	7
gatekeeper	1	7	LOS ANGELES -- When Alisha Chen first got into real estate 10 years ago , she did n't really plan on becoming a gatekeeper for a global housing market .	23
unsettling	1	4	The lack of any tangible clue to its fate was eerie , unsettling , bizarre -- a real-world echo of the TV show `` Lost '' and the wayward-jetliner mystery at the heart of its story .	12
referred	0	0	He also referred to `` the sons of former slaves and the sons of former slave owners , '' saying he dreamed they would `` meet at the table of brotherhood . ''	2
conveys	1	6	The Grammy Award-winning jazz singer and bassist said the variety of musicians who have performed at the White House conveys a message of inclusion at what the Obamas have long touted as the `` People 's House . ''	19
termed	1	3	The 2015 seaweed invasion appears to be a bumper crop , with a number of shorelines so severely hit that some tourists have canceled summer trips and lawmakers on Tobago have termed it a `` natural disaster . ''	31
characterizing	1	8	NEW YORK -- Characterizing their meeting with the NFL about their disapproval of the use of Redskins by the Washington franchise as disappointing , representatives of the Oneida Indian Nation requested a meeting with all 32 NFL owners during Super Bowl week .	3
humidity	1	3	Experts even recreated stalactites and stalagmites from the original site , as well as the cool temperatures and thick smell of humidity .	21
longstanding	1	6	It expands the academy 's longstanding recommendations on banning televisions from children 's and teens ' bedrooms and limiting entertainment screen time to no more than two hours daily .	5
dungeness	1	3	San Francisco 's Fisherman 's Wharf typically bustles this time of year as workers prepare to haul in millions of pounds of Dungeness crab that are a tradition at Thanksgiving and other holiday meals .	22
elephant	0	0	Once numbering in the millions , Africa 's elephant population has dwindled to 500,000 or less , said Dan Ashe , the director of the U.S. Fish and Wildlife Service .	8
applied	0	0	So precious was that newfound freedom that on Nov. 24 he applied for asylum in the United States , joining a surge of Iraqis seeking asylum since the extremist Islamic State group 's rise .	11
Student	0	0	Results from the 2012 Program of International Student Assessment showed that U.S. teenagers were in the bottom half for financial literacy among the 18 countries that participated , ahead of France and Spain , but below Latvia , Russia and China .	7
solar	0	0	Scientists launched the mission to better study the makings of comets , which they believe date back to the earliest days of the solar system , in hopes of learning more about their history .	23
however	0	0	An editorial in the state media China Daily charged , however , that Washington `` is turning a blind eye to Tokyo 's provocations , '' calling that the `` root cause of the tensions . ''	10
biodiversity	1	7	`` For the first time in history , states recommended by consensus that an international treaty be negotiated to address the urgent crisis of biodiversity loss on the high seas , '' says Daniela Diz , a marine policy expert at WWF -LRB- World Wildlife Fund -RRB- , who sat in on the consultations , `` It 's an important step forward . ''	24
installation	1	8	LOS ANGELES -- Seventy feet below Wilshire Boulevard , catercorner from the Los Angeles County Museum of Art 's street-lamp installation , fresh air roaring from giant ventilation pipes dulled the sickly sweet smell of petroleum .	20
style	0	0	Bagu 's husband called EcoSolutions , a company with a `` Ghostbusters '' - style relocation service .	14
